naam,dag,tijd,dag_tijd,startdatum,duur,periode,prijs,cursusnummer,docent,taal,status,url,categorie,beschrijving
Artist Sketchbook,ma,10:30 - 17:00,ma 10:30 - 17:00,15-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,623916,Bas Coenegracht,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/beeldend-zomer/artist-sketchbook/,beeldend (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Deze week ga je op stap met je schetsboek. Als je voor jezelf tekent en schildert; zijn er eindeloos veel mogelijkheden. Welke materialen ga je gebruiken? Waar ga je werken? Wat is je onderwerp en hoe krijg je dat op papier? Een schetsboek is de perfecte plek om je onderzoek te beginnen; alles kan er samenkomen; zoals teksten; voorbeelden ter inspiratie; materiaalonderzoek; schetsen en gedetailleerde tekeningen.

Wat zo leuk is; is dat zowel de ‘goede’ tekeningen en schilderijen als de ‘mislukte’ allemaal bij elkaar komen te staan. Dat geeft je de mogelijkheid om heen en weer te gaan en te vergelijken om te zien wat er in het begin misging; maar nu verbeterd is. Op deze manier wordt je eigen ontwikkeling zichtbaar.

Wat gaan we doen? In de ochtend ontmoeten we bij CREA in het atelier. Hier probeer je verschillende materialen en technische mogelijkheden uit. In de middag gebruik je jouw nieuwe kennis voor een andere opdracht buiten. Dit kan in een park; langs het IJ; of op een andere locatie buiten.

Je kan alleen werken of samen met een groepje deelnemers op pad gaan. Je krijgt individueel feedback en aan het eind van de dag leggen we de schetsboeken samen en kijken we wat er allemaal gemaakt is."
Artist Sketchbook,ma,10:30 - 17:00,ma 10:30 - 17:00,15-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,623916,Bas Coenegracht,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/beeldend/artist-sketchbook-2/,beeldend,"Een schetsboek is perfect om studies en uitgewerkte tekeningen samen te brengen. Sommige pagina’s kunnen prachtig gedetailleerde eindresultaten tonen terwijl andere de aandacht trekken met een snelle lijntekening. In een schetsboek is ruimte om nieuwe technieken uit te proberen; kleurstudies te maken of om tekst en collage toe te voegen.

Wat gaan we doen? In deze cursus werk je veel naar de waarneming; maar ook vanuit de verbeelding of van foto’s. In het atelier kijken we naar teken- en schildertechnieken waarmee je makkelijk op pad kan; zoals potloden; markers en een aquarel set; zodat je ook thuis of tijdens een dagje uit zonder al te veel voorbereidingen aan de slag kan. Op mooie dagen werken we af en toe buiten in de omgeving van CREA.

“In deze cursus krijg je de kans om je schetsboek te vullen met allemaal probeersels met verschillende technieken. Zowel voor beginners als gevorderden en alles ertussenin interessant en leuk om te doen.”– Esther; cursist (seizoen 2023-2024/blok 1)

Inloopatelier modeltekenen; Wil je meer? Check dan het inloopatelier modeltekenen: elke zaterdagochtend van 10:30 tot 13:00 uur; met (naakt)model en onder begeleiding van CREA-docenten Beeldend."
Artist Sketchbook,di,10:00 - 12:30,di 10:00 - 12:30,15-04-2025,9 weken,block 3 - spring,student:€157jong-alumnus UvA/HvA:€230oud-alumnus UvA/HvA:€268medewerker UvA/HvA:€230overigen:€316,624306,Bas Coenegracht,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/zomercursussen/beeldend-zomer/artist-sketchbook/,beeldend (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Deze week ga je op stap met je schetsboek. Als je voor jezelf tekent en schildert; zijn er eindeloos veel mogelijkheden. Welke materialen ga je gebruiken? Waar ga je werken? Wat is je onderwerp en hoe krijg je dat op papier? Een schetsboek is de perfecte plek om je onderzoek te beginnen; alles kan er samenkomen; zoals teksten; voorbeelden ter inspiratie; materiaalonderzoek; schetsen en gedetailleerde tekeningen.

Wat zo leuk is; is dat zowel de ‘goede’ tekeningen en schilderijen als de ‘mislukte’ allemaal bij elkaar komen te staan. Dat geeft je de mogelijkheid om heen en weer te gaan en te vergelijken om te zien wat er in het begin misging; maar nu verbeterd is. Op deze manier wordt je eigen ontwikkeling zichtbaar.

Wat gaan we doen? In de ochtend ontmoeten we bij CREA in het atelier. Hier probeer je verschillende materialen en technische mogelijkheden uit. In de middag gebruik je jouw nieuwe kennis voor een andere opdracht buiten. Dit kan in een park; langs het IJ; of op een andere locatie buiten.

Je kan alleen werken of samen met een groepje deelnemers op pad gaan. Je krijgt individueel feedback en aan het eind van de dag leggen we de schetsboeken samen en kijken we wat er allemaal gemaakt is."
Artist Sketchbook,di,10:00 - 12:30,di 10:00 - 12:30,15-04-2025,9 weken,block 3 - spring,student:€157jong-alumnus UvA/HvA:€230oud-alumnus UvA/HvA:€268medewerker UvA/HvA:€230overigen:€316,624306,Bas Coenegracht,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/beeldend/artist-sketchbook-2/,beeldend,"Een schetsboek is perfect om studies en uitgewerkte tekeningen samen te brengen. Sommige pagina’s kunnen prachtig gedetailleerde eindresultaten tonen terwijl andere de aandacht trekken met een snelle lijntekening. In een schetsboek is ruimte om nieuwe technieken uit te proberen; kleurstudies te maken of om tekst en collage toe te voegen.

Wat gaan we doen? In deze cursus werk je veel naar de waarneming; maar ook vanuit de verbeelding of van foto’s. In het atelier kijken we naar teken- en schildertechnieken waarmee je makkelijk op pad kan; zoals potloden; markers en een aquarel set; zodat je ook thuis of tijdens een dagje uit zonder al te veel voorbereidingen aan de slag kan. Op mooie dagen werken we af en toe buiten in de omgeving van CREA.

“In deze cursus krijg je de kans om je schetsboek te vullen met allemaal probeersels met verschillende technieken. Zowel voor beginners als gevorderden en alles ertussenin interessant en leuk om te doen.”– Esther; cursist (seizoen 2023-2024/blok 1)

Inloopatelier modeltekenen; Wil je meer? Check dan het inloopatelier modeltekenen: elke zaterdagochtend van 10:30 tot 13:00 uur; met (naakt)model en onder begeleiding van CREA-docenten Beeldend."
Basis van Mindfulness,di,10:15 - 12:15,di 10:15 - 12:15,15-04-2025,5 weken,block 3 - spring,student:€85jong-alumnus UvA/HvA:€125oud-alumnus UvA/HvA:€145medewerker UvA/HvA:€125overigen:€170,824307,Moniek Wester Keegstra,English; Nederlands,Schrijf je in,https://www.crea.nl/courses/body-and-mind/basis-van-mindfulness/,body and mind,"Let op: deze cursus wordt gegeven in NL/EN; als er deelnemers zijn die geen Nederlands spreken zullen de lessen in het Engels worden gegeven.

Mindfulness is een praktische training in het oefenen van de aandacht. Je wordt je meer bewust van je lichaam en je lichamelijk reacties; je gedachten; gevoelens en emoties. Door dit bewustzijn ontstaat er meer ruimte om te kiezen hoe je met de obstakels; die in ieders leven aanwezig zijn; om kan gaan. Dit geeft meer grip op het leven. Mindfulness richt zich niet op het veranderen van problemen; maar op het veranderen van je houding ten opzichte van die problemen. Als een surfer op de golven van het leven meebewegen in plaats van je te laten overspoelen en te worden meegesleurd. 

Wat ga je doen? Tijdens de sessies oefen je met het vergroten van de aandacht door het doen van de bodyscan; met aandacht bewegen en meditatie. Daarnaast heeft iedere sessie een eigen thema; zoals bewust leven in plaats van op de automatische piloot; grenzen verkennen; stress bewust beantwoorden; communiceren met aandacht en zelfzorg. Er is altijd ruimte om de ervaringen na te bespreken. Mindfulness is een methode die vanuit de wetenschap wordt onderbouwd en effectief is gebleken (evidence-based) om beter om te gaan met de wisselvalligheden van het leven zoals stress; piekeren; slapeloosheid; onrust en lastige emoties."
Basiscursus Fotografie,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,123932,Sander Heezen,Nederlands,Sorry; deze cursus is vol,https://www.crea.nl/courses/zomercursussen/fotografie-zomer/basiscursus-fotografie/,fotografie (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Wanneer je pas begint met fotograferen zijn de mogelijkheden van je camera soms intimiderend. De enige manier om de vele knopjes te leren begrijpen; is door ermee aan de slag te gaan.

Wat gaan we doen? Je leert de grondbeginselen van de fotografie: lichtgevoeligheid; ISO; belichtingstijd; diafragma; bewegingsonscherpte; scherptediepte; flitsen; compositie en beeldbewerking. Iedere dag krijg je inspiratie; informatie en opdrachten om de functies op je camera te leren gebruiken en denk je na over de vraag waarom een foto goed is; of slecht.

Je leert ook de basisprincipes van beeldbewerking met Adobe Photoshop: hoe sla je een bestand op; hoe voer je correcties uit met betrekking tot kleur; contrast; et cetera. Iedere dag krijg je opdrachten en aan het einde van de dag bespreek je de resultaten met de groep."
Basiscursus Linosnede,za,11:00 - 16:00,za 11:00 - 16:00,13-07-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,623960,Rienke Enghardt,English; Nederlands,Sorry; deze cursus is vol,https://www.crea.nl/courses/zomercursussen/beeldend-zomer/basiscursus-linosnede/,beeldend (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Lino maken is niet alleen een geweldige manier om creatief bezig te zijn; maar het is ook ontzettend satisfying.

Ontdek tijdens deze cursus de kunst van het ontwerpen; snijden en afdrukken van je eigen lino. Laat je artistieke kant de vrije loop en creëer iets unieks dat helemaal van jou is. Of je nu een doorgewinterde kunstenaar bent of gewoon op zoek bent naar een leuke nieuwe hobby; deze cursus is voor jou!"
Basiscursus Schrijven,ma,10:30 - 17:00,ma 10:30 - 17:00,08-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,723910,Aukelien Weverling,Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/schrijven-zomer/basiscursus-schrijven/,schrijven (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Houd je van schrijven; maar merk je dat je niet goed weet hoe je moet beginnen? Of heb je juist moeite met het afmaken van een verhaal? Ben je benieuwd naar nieuwe manieren om jezelf te verbeteren in het schrijven? Dan is deze cursus voor jou.

Wat gaan we doen? Tijdens deze vijfdaagse cursus krijg je de basistechnieken van het prozaschrijven aangereikt. De focus ligt op creativiteit en plezier hebben in het schrijven. Tijdens deze cursus leer je al schrijvende. Allerlei vormen komen aan bod om de basis onder de knie te krijgen. Personages; dialoog en situering staan daarbij centraal. Maar er is ook aandacht voor stijl en de poëzie en melodie in taal."
Basisdans,do,17:15 - 18:30,do 17:15 - 18:30,10-04-2025,9 weken,block 3 - spring,student:€105jong-alumnus UvA/HvA:€157oud-alumnus UvA/HvA:€179medewerker UvA/HvA:€157overigen:€210,424323,Feadan McCall,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/dans/basisdans/,hip hop/open styles / mixed styles / modern/contemporary / dans,"In deze cursus leer je hoe snel je de grondbeginselen van een aantal danstechnieken onder de knie kunt krijgen. Daar heb je geen jarenlange training voor nodig. Wat heb je wel nodig? Zin om te dansen!

Wat gaan we doen? Je maakt kennis met de basiselementen van klassieke dans; moderne dans; jazz en diverse andere stijlen. Naast het aanleren van technieken en het werken met thema’s als muzikaliteit; ritme; flow; lengte; ruimtegebruik en expressie; leer je iets over de achtergrond van verschillende stijlen. Dans zal altijd training en een vorm van (zelf)discipline vereisen; maar dat mag het plezier niet bederven. Dans is passie; plezier hebben in doen en de kans om even helemaal uit je dagelijkse sleur te raken! 

“Leuke introductie tot verschillende danstechnieken en stijlen. Leuk om uitgedaagd te worden.”– Cursist (seizoen 2023-2024/blok 1)"
Basisdans,wo,18:30 - 19:45,wo 18:30 - 19:45,16-04-2025,9 weken,block 3 - spring,student:€105jong-alumnus UvA/HvA:€157oud-alumnus UvA/HvA:€179medewerker UvA/HvA:€157overigen:€210,424327,Feadan McCall,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/dans/basisdans/,hip hop/open styles / mixed styles / modern/contemporary / dans,"In deze cursus leer je hoe snel je de grondbeginselen van een aantal danstechnieken onder de knie kunt krijgen. Daar heb je geen jarenlange training voor nodig. Wat heb je wel nodig? Zin om te dansen!

Wat gaan we doen? Je maakt kennis met de basiselementen van klassieke dans; moderne dans; jazz en diverse andere stijlen. Naast het aanleren van technieken en het werken met thema’s als muzikaliteit; ritme; flow; lengte; ruimtegebruik en expressie; leer je iets over de achtergrond van verschillende stijlen. Dans zal altijd training en een vorm van (zelf)discipline vereisen; maar dat mag het plezier niet bederven. Dans is passie; plezier hebben in doen en de kans om even helemaal uit je dagelijkse sleur te raken! 

“Leuke introductie tot verschillende danstechnieken en stijlen. Leuk om uitgedaagd te worden.”– Cursist (seizoen 2023-2024/blok 1)"
Beelden van Keramiek,di,10:00 - 12:30,di 10:00 - 12:30,15-04-2025,9 weken,block 3 - spring,student:€157jong-alumnus UvA/HvA:€230oud-alumnus UvA/HvA:€268medewerker UvA/HvA:€230overigen:€316,624309,Det Smeets,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/beeldend/beelden-van-keramiek/,beeldend,"Een dynamische kennismaking met klei en keramiek met vervolgmogelijkheden. Van klei uit het pak tot een gebakken en gekleurd keramisch beeld.

Speelse opdrachten zijn de basis van deze cursus. Je werkt meestal individueel en soms met meer mensen aan een opdracht. Je gaat boetseren naar de waarneming met behulp van een artefact; een natuurgegeven of model; hol opbouwen van beelden; construeren en modelleren met platen klei; assembleren en combinatietechnieken. Dit alles in combinatie met glazuurtechnieken en engobewerk.

Het keramisch proces volgens docent en beeldend kunstenaar Det Smeets is een voertuig voor het scherpen van je waarneming; het ontwikkelen van je creativiteit en fantasie en het ontdekken van je improvisatietalent.

Inloopatelier modeltekenen; Wil je meer? Check dan het inloopatelier modeltekenen: elke zaterdagochtend van 10:30 tot 13:00 uur; met (naakt)model en onder begeleiding van CREA-docenten Beeldend."
Beeldhouwen in Steen,wo,20:00 - 22:30,wo 20:00 - 22:30,16-04-2025,9 weken,block 3 - spring,student:€157jong-alumnus UvA/HvA:€230oud-alumnus UvA/HvA:€268medewerker UvA/HvA:€230overigen:€316,624314,Mattis Nicklas,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/beeldend/beeldhouwen-in-steen/,beeldend,"Steenhouwen is een van de oudste; meest veelzijdige en traditionele ambachten en de fascinatie voor het vormen van een steen is zo oud als de mensheid zelf. Als je eenmaal een gevoel hebt gekregen voor de eigenschappen van de steen en de verwerkingstechnieken; heb je alle mogelijkheden om de eigen creativiteit te gebruiken. De meest adembenemende steen-sculpturen komen vooral tot stand door een combinatie van basiskennis en de volgorde van bepaalde werkstappen. In deze cursus leer je deze basiskennis en het systematisch bewerken van een steen. Je zult merken dat je tot meer in staat bent dan je zou verwachten.

Wat ga je doen? De nadruk ligt op de techniek van de ‘Duitse Bauhütten’: het werken met traditionele hulpmiddelen en overdrachtsmogelijkheden. We beginnen met een inleiding in het driedimensionale werken en je leert hoe je het gereedschap correct vasthoudt. Zo kun je bepalen hoeveel materiaal je er in één keer afbeitelt. Als eerste oefening maak je van kalksteen een rond beeld; waardoor je gevoel krijgt voor de steen en kennismaakt met de volgorde van de werkstappen.

Nadat je het eerste beeldhouwwerk hebt voltooid; zijn er nog vele andere mogelijkheden om met de steen te werken; zoals reliëfs; profielstukken; traceringen/maaswerken en beletteringtechnieken. Initieel werk je met kalksteen; maar later kan je ook werken in bijvoorbeeld marmer; Belgische hardsteen of travertijn. Daarnaast maak je ter inspiratie elke week kennis met verschillende steenhouwers. De docent geeft je tips en trucs naast persoonlijke begeleiding en praktische ondersteuning. Na een tijdje gaan alle technieken in het spiergeheugen zitten. Dan kan je alle technieken vrij gebruiken om al jouw creatieve ideeën te realiseren.

“Een leuke nieuwe vaardigheid leren die ik anders nooit zou hebben opgepakt – een perfecte afleiding van mijn studie.”– Cursist (seizoen 2023-2024/blok 1)

Inloopatelier modeltekenen; Wil je meer? Check dan het inloopatelier modeltekenen: elke zaterdagochtend van 10:30 tot 13:00 uur; met (naakt)model en onder begeleiding van CREA-docenten Beeldend."
Beeldhouwtechnieken,wo,17:00 - 19:30,wo 17:00 - 19:30,16-04-2025,9 weken,block 3 - spring,student:€157jong-alumnus UvA/HvA:€230oud-alumnus UvA/HvA:€268medewerker UvA/HvA:€230overigen:€316,624313,Mattis Nicklas,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/beeldend/beeldhouwtechnieken/,beeldend,"In deze cursus leer je verschillende beeldhouwtechnieken en materialen kennen. De nadruk ligt vooral op klei; gips en zachte natuursteen.

Wat ga je doen? Tijdens het maken van een beeld in klei leer je omgaan met volume en het principe van opbouwend werken. We zullen ook twee verschillende reliëfs in klei boetseren; die we vervolgens in gips gieten. In de eerste leer les je hoe je van een negatieve vorm in een positieve vorm kunt veranderen. In de tweede les leer je hoe je een “verloren vorm” maakt. Hier maken we een gipsen mal waaruit we dan het gietreliëf hakken (met hamer en beitel). In twee lessen modelleren we een beeld aan de hand van een model. In de laatste les oefenen we het afbouwend werken aan de hand van een klein stuk natuursteen.

Inloopatelier modeltekenen; Wil je meer? Check dan het inloopatelier modeltekenen: elke zaterdagochtend van 10:30 tot 13:00 uur; met (naakt)model en onder begeleiding van CREA-docenten Beeldend."
Beeldpoëzie,za,11:00 - 16:00,za 11:00 - 16:00,13-07-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,723966,Caroline Kramer,Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/schrijven-zomer/beeldpoezie/,schrijven (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Van inzicht in beelden naar het schrijven van een poëtische tekst. Een bijzondere dagcursus met beeldhouwer Nelson Carrilho (Curaçao) en CREA schrijfdocent Caroline Kramer. 

Nelson Carrilho; bekend van zijn bronzen beelden in het Vondelpark Mama Baranka; het Westerpark Dragers van verre en The other face; een huidig project in Calabrië; koppelt zijn esthetische verbeelding aan een politiek bewustzijn. In zijn kunstenaarschap spelen vakmanschap; een speelse (humorvolle) geest; compositie; licht en schaduw; harmonie en kennis van de natuur een grote rol. Zijn worsteling met raciale identiteit; met soms heftig commentaar op politieke en religieuze kwesties staat centraal.  

Hij zal ons op deze dag inzicht geven in de manier waarop grote levensvragen uiteindelijk zichtbaar worden in zijn beelden. 

Na deze inleiding van Nelson vervolgt Caroline Kramer (schrijfdocent crea) de dag met thematisch passende gedichten. Aan de hand van deze teksten maak je d. m. v. korte inspirerende schrijfopdrachten een eigen gedicht of poëtische tekst. "
Belten,di,18:00 - 19:30,di 18:00 - 19:30,15-04-2025,9 weken,block 3 - spring,student:€92jong-alumnus UvA/HvA:€141oud-alumnus UvA/HvA:€161medewerker UvA/HvA:€141overigen:€189,224302,Noortje Dupont,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/muziek/belten/,muziek,"Altijd al eens meer power willen geven aan je stem en ben je niet bang voor hoge topnoten? Schrijf je dan in voor deze cursus belten. Belten is een luide manier van zingen; zoals de volle hoge noten van Adele; Katy Perry of Beyoncé.

Wat ga je doen? We gaan aan de slag met alle ingrediënten die nodig zijn om goed te leren belten. Denk daarbij aan twang; werken aan de juiste ademhaling en ademsteun. Maar ook alleen voor een groep staan en een stuk voluit zingen!

“Deze cursus vergroot je kennis over zang; verbetert je techniek en helpt bij podiumangst. Abir’s technieken en wat ze ons leerde was zo nieuw voor mij; dingen die ik nog nooit eerder had gehoord in vocal coaching.”– Cursist (seizoen 2023-2024/blok 1)"
Burlesque for all Genders,za,11:00 - 16:00,za 11:00 - 16:00,20-07-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,423970,Bustie La Tish,English,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/dans-zomer/burlesque-for-all-genders/,dans (zomer) / theater (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

There is space for all bodies and aesthetics in burlesque.

We traditionally associate burlesque with hyper-feminine performers and poses; but did you know that burlesque artists have always played with gender?

Lydia Thompson is considered one of the precursors of burlesque. Her shows featured costumes and cheeky lines but also cross-dressing women. In the haydays of burlesque; transgender performers like Marinka and male performers like Bic Carol were sharing international stages with Gypsy Rose Lee. Nowadays; queer; transgender; non-binary and gender-fluid performers are present on every international burlesque stage and performers come in any size.

What will we be doing? In this day course; we will explore what burlesque looks and feels like for people of all genders. This is not a cross-dressing or drag workshop; but an education and movement workshop about finding sexy; empowering moves that work for you just as you are.

If you are interested in learning how to tease; but don’t see yourself in hyper-feminine burlesque references; this course is for you. If you are a feminine burlesque performer who wants to expand your burlesque vocabulary; this is also for you. In fact; this course is for everyone; of all genders and no dance experience is required."
Burlesque for all Genders,za,11:00 - 16:00,za 11:00 - 16:00,10-08-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,423983,Bustie La Tish,English,Schrijf je in,https://www.crea.nl/courses/zomercursussen/dans-zomer/burlesque-for-all-genders/,dans (zomer) / theater (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

There is space for all bodies and aesthetics in burlesque.

We traditionally associate burlesque with hyper-feminine performers and poses; but did you know that burlesque artists have always played with gender?

Lydia Thompson is considered one of the precursors of burlesque. Her shows featured costumes and cheeky lines but also cross-dressing women. In the haydays of burlesque; transgender performers like Marinka and male performers like Bic Carol were sharing international stages with Gypsy Rose Lee. Nowadays; queer; transgender; non-binary and gender-fluid performers are present on every international burlesque stage and performers come in any size.

What will we be doing? In this day course; we will explore what burlesque looks and feels like for people of all genders. This is not a cross-dressing or drag workshop; but an education and movement workshop about finding sexy; empowering moves that work for you just as you are.

If you are interested in learning how to tease; but don’t see yourself in hyper-feminine burlesque references; this course is for you. If you are a feminine burlesque performer who wants to expand your burlesque vocabulary; this is also for you. In fact; this course is for everyone; of all genders and no dance experience is required."
Ceramics: Plant Pot Sculpting,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,623928,Vika Mitrichenko,English,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/beeldend-zomer/ceramics-plant-pot-sculpting/,beeldend (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Note: this course is in English!

Learn all about the art of sculpting plant pots suitable for outdoor gardens and windowsills! Using a variety of clays; you will explore different textures; incorporating botanical elements to enhance the aesthetic appeal of your creations. You will also have the opportunity to paint their pots with ceramic pigments; adding a personal touch to your designs. Throughout the course; you will be taught various techniques; providing you with a comprehensive understanding of ceramic sculpting. During this class you will sculpt the works. The teacher will fire them in September and you will have to glaze them at the end of September. The glazing session is 3 hours and additional for the course. "
Ceramics: Summer Tea Set,ma,10:30 - 17:00,ma 10:30 - 17:00,15-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,623917,Vika Mitrichenko,English,Sorry; deze cursus is vol,https://www.crea.nl/courses/zomercursussen/beeldend-zomer/ceramics-summer-tea-set/,beeldend (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Note: this course is in English!

Get ready for an exciting week diving into the world of ceramic art! You’ll work with various clay types like terracotta; black; brown; and porcelain to create stunning pieces like Yixing teapots; sculptures; and porcelain cups painted with Delft blue. After firing your creations in the ceramic oven; you’ll explore a rainbow of ceramic glazes—transparent; opaque; shiny; matte—in vibrant colours. Learn the art of ceramic transfers and pigments to transform ordinary crockery into extraordinary artworks. By the end of the course; you’ll take home unique; handcrafted pieces for everyday use. Join us as we sculpt; fire; and glaze your creations. We’ll fire them in September and gather for a three-hour glazing session at the month’s end to add the finishing touches. "
Character Design,za,11:00 - 16:00,za 11:00 - 16:00,27-07-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,323975,Ellis van der Does,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/film-en-digitale-media-zomer/character-design/,film design and media (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Hou je van tekenen en illustreren? Focus je je daarbij graag op karakters? Dan is deze cursus iets voor jou!

Tijdens de dagcursus Character Design ga je aan de slag met het ontwerpen van eigen karakters. Je leert hoe je een personage kan neerzetten; leert meerdere emoties uitdrukken en plaatst je karakter in verschillende situaties.

Je hoeft niet goed te kunnen tekenen om deze cursus te volgens; het belangrijkste is dat je er plezier aan beleeft! Mocht je in het bezit zijn van een i; Pad met Procreate dan kan je deze meebrengen. Als je ervaring hebt met Adobe Illustrator dan zijn er i; Macs in het lokaal met Illustrator waar je op kan werken. Werk je liever analoog; dan is dat ook helemaal prima."
